YEAR,DOY,T2M,RH2M,WS2M,T2MDEW,avg_precip
2025,96,30.9,55.49,2.37,19.44,5.178481641892175
2025,97,30.23,55.92,1.71,18.91,0.21800216150522897
2025,98,28.21,67.82,1.2,21.07,1.7917868391788676
2025,99,30.23,55.56,1.25,18.99,1.8066948840324557
2025,100,30.23,50.37,1.17,17.94,10.618730365131626
2025,101,29.34,57.87,1.89,19.63,1.8179624612470249
2025,102,29.64,59.92,1.18,20.39,2.6938315398690946
2025,103,28.65,60.97,1.18,20.2,2.8513360296404615
2025,104,27.92,64.77,1.25,20.51,3.248050776996754
2025,105,28.38,64.33,1.12,20.63,2.0149620937371076
2025,106,28.71,66.02,1.33,21.05,7.422735174961052
2025,107,27.59,73.88,1.53,22.07,10.36234019438947
2025,108,27.77,75.29,1.17,22.52,4.484242599967544
2025,109,28.73,73.36,1.33,22.93,3.6519815768546704
2025,110,29.7,74.18,1.78,24.0,4.850463296419762
2025,111,30.56,75.57,2.7,25.21,7.782634189498016
2025,112,31.33,71.02,3.28,24.58,7.432030185943023
2025,113,32.33,65.43,3.68,23.56,2.8085736645412913
2025,114,32.23,66.16,3.83,23.71,1.5619419126703933
2025,115,31.89,66.3,3.62,23.62,2.1166732358882077
2025,116,31.77,65.57,3.67,23.27,6.667266340549224
2025,117,30.98,65.31,2.59,22.59,5.055499350249189
2025,118,29.99,65.68,1.59,22.05,15.934027754888568
2025,119,28.03,72.13,0.8,22.0,1.585423705784349
2025,120,28.24,69.34,0.75,21.68,2.9414802748427693
